product_name,monday,max_price,y,y_lag_1,y_lag_2,y_lag_3,y_lag_4,y_lag_5,y_lag_6,y_avg_3,y_max_3,y_min_3,y_avg_6,y_max_6,y_min_6,y_all_lag_1,y_all_lag_2,y_all_lag_3,y_all_lag_4,y_all_lag_5,y_all_lag_6,y_all_avg_3,y_all_max_3,y_all_min_3,y_all_avg_6,y_all_max_6,y_all_min_6
product_1,23/04/18,14600,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
product_1,30/04/18,30900,17,2,0,0,0,0,0,0.6666666666666666,2,0,0.3333333333333333,2,0,259,0,0,0,0,0,86.33333333333333,259,0,43.166666666666664,259,0
product_1,07/05/18,25600,21,17,2,0,0,0,0,6.333333333333333,17,0,3.1666666666666665,17,0,2167,259,0,0,0,0,808.6666666666666,2167,0,404.3333333333333,2167,0
product_1,14/05/18,30900,17,21,17,2,0,0,0,13.333333333333334,21,2,6.666666666666667,21,0,2262,2165,259,0,0,0,1562,2262,259,781,2262,0
product_1,21/05/18,30900,18,17,21,17,2,0,0,18.333333333333332,21,17,9.5,21,0,2156,2262,2163,259,0,0,2193.6666666666665,2262,2156,1140,2262,0
product_1,28/05/18,37200,22,18,17,21,17,2,0,18.666666666666668,21,17,12.5,21,0,2205,2155,2263,2163,259,0,2207.6666666666665,2263,2155,1507.5,2263,0
product_1,04/06/18,23300,18,22,18,17,21,17,2,19,22,17,16.166666666666668,22,2,3257,2207,2155,2262,2163,259,2539.6666666666665,3257,2155,2050.5,3257,259
product_1,11/06/18,23300,28,18,22,18,17,21,17,19.333333333333332,22,18,18.833333333333332,22,17,4548,3256,2207,2155,2261,2161,3337,4548,2207,2764.6666666666665,4548,2155
product_1,18/06/18,23300,18,28,18,22,18,17,21,22.666666666666668,28,18,20.666666666666668,28,17,4733,4550,3257,2208,2156,2263,4180,4733,3257,3194.5,4733,2156
product_1,25/06/18,23300,17,18,28,18,22,18,17,21.333333333333332,28,18,20.166666666666668,28,17,4567,4731,4547,3255,2205,2155,4615,4731,4547,3576.6666666666665,4731,2155
product_1,02/07/18,23300,13,17,18,28,18,22,18,21,28,17,20.166666666666668,28,17,4360,4367,4526,4350,3166,2206,4417.666666666667,4526,4360,3829.1666666666665,4526,2206
product_1,09/07/18,23300,14,13,17,18,28,18,22,16,18,13,19.333333333333332,28,13,4523,4327,4309,4468,4310,3145,4386.333333333333,4523,4309,4180.333333333333,4523,3145
product_1,16/07/18,23300,15,14,13,17,18,28,18,14.666666666666666,17,13,18,28,13,4589,4538,4331,4310,4438,4258,4486,4589,4331,4410.666666666667,4589,4258
product_1,23/07/18,23300,22,15,14,13,17,18,28,14,15,13,17.5,28,13,4485,4560,4504,4283,4268,4425,4516.333333333333,4560,4485,4420.833333333333,4560,4268
product_1,30/07/18,19300,13,22,15,14,13,17,18,17,22,14,16.5,22,13,4602,4539,4650,4593,4336,4304,4597,4650,4539,4504,4650,4304
product_1,06/08/18,23300,23,13,22,15,14,13,17,16.666666666666668,22,13,15.666666666666666,22,13,5550,4594,4525,4603,4549,4324,4889.666666666667,5550,4525,4690.833333333333,5550,4324
product_1,13/08/18,19300,12,23,13,22,15,14,13,19.333333333333332,23,13,16.666666666666668,23,13,6075,5574,4614,4544,4615,4525,5421,6075,4614,4991.166666666667,6075,4525
product_1,20/08/18,21200,14,12,23,13,22,15,14,16,23,12,16.5,23,12,5991,6079,5541,4580,4488,4556,5870.333333333333,6079,5541,5205.833333333333,6079,4488
product_1,27/08/18,19300,16,14,12,23,13,22,15,16.333333333333332,23,12,16.5,23,12,6021,6011,6094,5576,4616,4507,6042,6094,6011,5470.833333333333,6094,4507
product_1,03/09/18,21200,16,16,14,12,23,13,22,14,16,12,16.666666666666668,23,12,5364,5782,5793,5881,5357,4391,5646.333333333333,5793,5364,5428,5881,4391
product_1,10/09/18,21200,18,16,16,14,12,23,13,15.333333333333334,16,14,15.666666666666666,23,12,4860,5417,5853,5833,5910,5404,5376.666666666667,5853,4860,5546.166666666667,5910,4860
product_1,17/09/18,16000,9,18,16,16,14,12,23,16.666666666666668,18,16,16.5,23,12,4808,4869,5405,5807,5807,5876,5027.333333333333,5405,4808,5428.666666666667,5876,4808
product_1,24/09/18,21200,17,9,18,16,16,14,12,14.333333333333334,18,9,14.166666666666666,18,9,4727,4832,4889,5441,5824,5816,4816,4889,4727,5254.833333333333,5824,4727
product_1,01/10/18,11000,18,17,9,18,16,16,14,14.666666666666666,18,9,15,18,9,4459,4638,4777,4820,5404,5782,4624.666666666667,4777,4459,4980,5782,4459
product_1,08/10/18,11000,17,18,17,9,18,16,16,14.666666666666666,18,9,15.666666666666666,18,9,4921,4440,4643,4782,4800,5404,4668,4921,4440,4831.666666666667,5404,4440
product_1,15/10/18,11000,9,17,18,17,9,18,16,17.333333333333332,18,17,15.833333333333334,18,9,4900,4912,4414,4600,4758,4770,4742,4912,4414,4725.666666666667,4912,4414
product_1,22/10/18,11000,12,9,17,18,17,9,18,14.666666666666666,18,9,14.666666666666666,18,9,4753,4908,4886,4394,4563,4720,4849,4908,4753,4704,4908,4394
product_1,29/10/18,11000,9,12,9,17,18,17,9,12.666666666666666,17,9,13.666666666666666,18,9,4791,4789,4939,4939,4450,4617,4839.666666666667,4939,4789,4754.166666666667,4939,4450
product_1,05/11/18,11000,12,9,12,9,17,18,17,10,12,9,13.666666666666666,18,9,4490,4826,4784,4947,4927,4439,4700,4826,4490,4735.5,4947,4439
product_1,12/11/18,12100,10,12,9,12,9,17,18,11,12,9,12.833333333333334,18,9,4235,4529,4831,4758,4921,4902,4531.666666666667,4831,4235,4696,4921,4235
product_1,19/11/18,11000,12,10,12,9,12,9,17,10.333333333333334,12,9,11.5,17,9,4369,4274,4551,4834,4777,4928,4398,4551,4274,4622.166666666667,4928,4274
product_1,26/11/18,11000,9,12,10,12,9,12,9,11.333333333333334,12,10,10.666666666666666,12,9,4281,4374,4273,4511,4821,4746,4309.333333333333,4374,4273,4501,4821,4273
product_1,03/12/18,11000,8,9,12,10,12,9,12,10.333333333333334,12,9,10.666666666666666,12,9,3913,3997,4058,3977,4213,4454,3989.3333333333335,4058,3913,4102,4454,3913
product_1,10/12/18,12100,11,8,9,12,10,12,9,9.666666666666666,12,8,10,12,8,3893,3956,4016,4093,3981,4217,3955,4016,3893,4026,4217,3893
product_1,17/12/18,13300,9,11,8,9,12,10,12,9.333333333333334,11,8,10.333333333333334,12,8,3812,3884,3922,3987,4065,3948,3872.6666666666665,3922,3812,3936.3333333333335,4065,3812
product_10,23/04/18,308300,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
product_10,30/04/18,410300,18,4,0,0,0,0,0,1.3333333333333333,4,0,0.6666666666666666,4,0,259,0,0,0,0,0,86.33333333333333,259,0,43.166666666666664,259,0
product_10,07/05/18,373000,21,18,4,0,0,0,0,7.333333333333333,18,0,3.6666666666666665,18,0,2167,259,0,0,0,0,808.6666666666666,2167,0,404.3333333333333,2167,0
product_10,14/05/18,339100,14,21,18,4,0,0,0,14.333333333333334,21,4,7.166666666666667,21,0,2262,2165,259,0,0,0,1562,2262,259,781,2262,0
product_10,21/05/18,339100,21,14,21,18,4,0,0,17.666666666666668,21,14,9.5,21,0,2156,2262,2163,259,0,0,2193.6666666666665,2262,2156,1140,2262,0
product_10,28/05/18,1415700,33,21,14,21,18,4,0,18.666666666666668,21,14,13,21,0,2205,2155,2263,2163,259,0,2207.6666666666665,2263,2155,1507.5,2263,0
product_10,04/06/18,1712900,41,33,21,14,21,18,4,22.666666666666668,33,14,18.5,33,4,3257,2207,2155,2262,2163,259,2539.6666666666665,3257,2155,2050.5,3257,259
product_10,11/06/18,1557200,30,41,33,21,14,21,18,31.666666666666668,41,21,24.666666666666668,41,14,4548,3256,2207,2155,2261,2161,3337,4548,2207,2764.6666666666665,4548,2155
product_10,18/06/18,1712900,39,30,41,33,21,14,21,34.666666666666664,41,30,26.666666666666668,41,14,4733,4550,3257,2208,2156,2263,4180,4733,3257,3194.5,4733,2156
product_10,25/06/18,2072500,49,39,30,41,33,21,14,36.666666666666664,41,30,29.666666666666668,41,14,4567,4731,4547,3255,2205,2155,4615,4731,4547,3576.6666666666665,4731,2155
product_10,02/07/18,2758300,57,49,39,30,41,33,21,39.333333333333336,49,30,35.5,49,21,4360,4367,4526,4350,3166,2206,4417.666666666667,4526,4360,3829.1666666666665,4526,2206
product_10,09/07/18,2279700,40,57,49,39,30,41,33,48.333333333333336,57,39,41.5,57,30,4523,4327,4309,4468,4310,3145,4386.333333333333,4523,4309,4180.333333333333,4523,3145
product_10,16/07/18,2758300,58,40,57,49,39,30,41,48.666666666666664,57,40,42.666666666666664,57,30,4589,4538,4331,4310,4438,4258,4486,4589,4331,4410.666666666667,4589,4258
product_10,23/07/18,2072500,44,58,40,57,49,39,30,51.666666666666664,58,40,45.5,58,30,4485,4560,4504,4283,4268,4425,4516.333333333333,4560,4485,4420.833333333333,4560,4268
product_10,30/07/18,15334400,58,44,58,40,57,49,39,47.333333333333336,58,40,47.833333333333336,58,39,4602,4539,4650,4593,4336,4304,4597,4650,4539,4504,4650,4304
product_10,06/08/18,12673100,69,58,44,58,40,57,49,53.333333333333336,58,44,51,58,40,5550,4594,4525,4603,4549,4324,4889.666666666667,5550,4525,4690.833333333333,5550,4324
product_10,13/08/18,15334400,72,69,58,44,58,40,57,57,69,44,54.333333333333336,69,40,6075,5574,4614,4544,4615,4525,5421,6075,4614,4991.166666666667,6075,4525
product_10,20/08/18,15334400,63,72,69,58,44,58,40,66.33333333333333,72,58,56.833333333333336,72,40,5991,6079,5541,4580,4488,4556,5870.333333333333,6079,5541,5205.833333333333,6079,4488
product_10,27/08/18,9521600,60,63,72,69,58,44,58,68,72,63,60.666666666666664,72,44,6021,6011,6094,5576,4616,4507,6042,6094,6011,5470.833333333333,6094,4507
product_10,03/09/18,2072500,43,60,63,72,69,58,44,65,72,60,61,72,44,5364,5782,5793,5881,5357,4391,5646.333333333333,5793,5364,5428,5881,4391
product_10,10/09/18,1884100,42,43,60,63,72,69,58,55.333333333333336,63,43,60.833333333333336,72,43,4860,5417,5853,5833,5910,5404,5376.666666666667,5853,4860,5546.166666666667,5910,4860
product_10,17/09/18,2072500,49,42,43,60,63,72,69,48.333333333333336,60,42,58.166666666666664,72,42,4808,4869,5405,5807,5807,5876,5027.333333333333,5405,4808,5428.666666666667,5876,4808
product_10,24/09/18,2072500,44,49,42,43,60,63,72,44.666666666666664,49,42,54.833333333333336,72,42,4727,4832,4889,5441,5824,5816,4816,4889,4727,5254.833333333333,5824,4727
product_10,01/10/18,3337500,41,44,49,42,43,60,63,45,49,42,50.166666666666664,63,42,4459,4638,4777,4820,5404,5782,4624.666666666667,4777,4459,4980,5782,4459
product_10,08/10/18,3337500,56,41,44,49,42,43,60,44.666666666666664,49,41,46.5,60,41,4921,4440,4643,4782,4800,5404,4668,4921,4440,4831.666666666667,5404,4440
product_10,15/10/18,4038300,49,56,41,44,49,42,43,47,56,41,45.833333333333336,56,41,4900,4912,4414,4600,4758,4770,4742,4912,4414,4725.666666666667,4912,4414
product_10,22/10/18,3034100,44,49,56,41,44,49,42,48.666666666666664,56,41,46.833333333333336,56,41,4753,4908,4886,4394,4563,4720,4849,4908,4753,4704,4908,4394
product_10,29/10/18,3034100,47,44,49,56,41,44,49,49.666666666666664,56,44,47.166666666666664,56,41,4791,4789,4939,4939,4450,4617,4839.666666666667,4939,4789,4754.166666666667,4939,4450
product_10,05/11/18,1139800,56,47,44,49,56,41,44,46.666666666666664,49,44,46.833333333333336,56,41,4490,4826,4784,4947,4927,4439,4700,4826,4490,4735.5,4947,4439
product_10,12/11/18,1063700,40,56,47,44,49,56,41,49,56,44,48.833333333333336,56,41,4235,4529,4831,4758,4921,4902,4531.666666666667,4831,4235,4696,4921,4235
product_10,19/11/18,1170000,45,40,56,47,44,49,56,47.666666666666664,56,40,48.666666666666664,56,40,4369,4274,4551,4834,4777,4928,4398,4551,4274,4622.166666666667,4928,4274
product_10,26/11/18,2507600,42,45,40,56,47,44,49,47,56,40,46.833333333333336,56,40,4281,4374,4273,4511,4821,4746,4309.333333333333,4374,4273,4501,4821,4273
product_10,03/12/18,2758300,40,42,45,40,56,47,44,42.333333333333336,45,40,45.666666666666664,56,40,3913,3997,4058,3977,4213,4454,3989.3333333333335,4058,3913,4102,4454,3913
product_10,10/12/18,2507600,39,40,42,45,40,56,47,42.333333333333336,45,40,45,56,40,3893,3956,4016,4093,3981,4217,3955,4016,3893,4026,4217,3893
product_10,17/12/18,2072500,46,39,40,42,45,40,56,40.333333333333336,42,39,43.666666666666664,56,39,3812,3884,3922,3987,4065,3948,3872.6666666666665,3922,3812,3936.3333333333335,4065,3812
product_100,23/04/18,19300,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
product_100,30/04/18,23300,12,2,0,0,0,0,0,0.6666666666666666,2,0,0.3333333333333333,2,0,259,0,0,0,0,0,86.33333333333333,259,0,43.166666666666664,259,0
product_100,07/05/18,30900,12,12,2,0,0,0,0,4.666666666666667,12,0,2.3333333333333335,12,0,2167,259,0,0,0,0,808.6666666666666,2167,0,404.3333333333333,2167,0
product_100,14/05/18,30900,13,12,12,2,0,0,0,8.666666666666666,12,2,4.333333333333333,12,0,2262,2165,259,0,0,0,1562,2262,259,781,2262,0
product_100,21/05/18,30900,17,13,12,12,2,0,0,12.333333333333334,13,12,6.5,13,0,2156,2262,2163,259,0,0,2193.6666666666665,2262,2156,1140,2262,0
product_100,28/05/18,65500,23,17,13,12,12,2,0,14,17,12,9.333333333333334,17,0,2205,2155,2263,2163,259,0,2207.6666666666665,2263,2155,1507.5,2263,0
product_100,04/06/18,72000,42,23,17,13,12,12,2,17.666666666666668,23,13,13.166666666666666,23,2,3257,2207,2155,2262,2163,259,2539.6666666666665,3257,2155,2050.5,3257,259
product_100,11/06/18,72000,38,42,23,17,13,12,12,27.333333333333332,42,17,19.833333333333332,42,12,4548,3256,2207,2155,2261,2161,3337,4548,2207,2764.6666666666665,4548,2155
product_100,18/06/18,72000,31,38,42,23,17,13,12,34.333333333333336,42,23,24.166666666666668,42,12,4733,4550,3257,2208,2156,2263,4180,4733,3257,3194.5,4733,2156
product_100,25/06/18,248000,26,31,38,42,23,17,13,37,42,31,27.333333333333332,42,13,4567,4731,4547,3255,2205,2155,4615,4731,4547,3576.6666666666665,4731,2155
product_100,02/07/18,248000,38,26,31,38,42,23,17,31.666666666666668,38,26,29.5,42,17,4360,4367,4526,4350,3166,2206,4417.666666666667,4526,4360,3829.1666666666665,4526,2206
product_100,09/07/18,300000,57,38,26,31,38,42,23,31.666666666666668,38,26,33,42,23,4523,4327,4309,4468,4310,3145,4386.333333333333,4523,4309,4180.333333333333,4523,3145
product_100,16/07/18,300000,41,57,38,26,31,38,42,40.333333333333336,57,26,38.666666666666664,57,26,4589,4538,4331,4310,4438,4258,4486,4589,4331,4410.666666666667,4589,4258
product_100,23/07/18,300000,39,41,57,38,26,31,38,45.333333333333336,57,38,38.5,57,26,4485,4560,4504,4283,4268,4425,4516.333333333333,4560,4485,4420.833333333333,4560,4268
product_100,30/07/18,642900,56,39,41,57,38,26,31,45.666666666666664,57,39,38.666666666666664,57,26,4602,4539,4650,4593,4336,4304,4597,4650,4539,4504,4650,4304
product_100,06/08/18,642900,63,56,39,41,57,38,26,45.333333333333336,56,39,42.833333333333336,57,26,5550,4594,4525,4603,4549,4324,4889.666666666667,5550,4525,4690.833333333333,5550,4324
product_100,13/08/18,642900,65,63,56,39,41,57,38,52.666666666666664,63,39,49,63,38,6075,5574,4614,4544,4615,4525,5421,6075,4614,4991.166666666667,6075,4525
product_100,20/08/18,642900,54,65,63,56,39,41,57,61.333333333333336,65,56,53.5,65,39,5991,6079,5541,4580,4488,4556,5870.333333333333,6079,5541,5205.833333333333,6079,4488
product_100,27/08/18,642900,55,54,65,63,56,39,41,60.666666666666664,65,54,53,65,39,6021,6011,6094,5576,4616,4507,6042,6094,6011,5470.833333333333,6094,4507
product_100,03/09/18,100000,39,55,54,65,63,56,39,58,65,54,55.333333333333336,65,39,5364,5782,5793,5881,5357,4391,5646.333333333333,5793,5364,5428,5881,4391
product_100,10/09/18,124000,36,39,55,54,65,63,56,49.333333333333336,55,39,55.333333333333336,65,39,4860,5417,5853,5833,5910,5404,5376.666666666667,5853,4860,5546.166666666667,5910,4860
product_100,17/09/18,109800,49,36,39,55,54,65,63,43.333333333333336,55,36,52,65,36,4808,4869,5405,5807,5807,5876,5027.333333333333,5405,4808,5428.666666666667,5876,4808
product_100,24/09/18,65500,27,49,36,39,55,54,65,41.333333333333336,49,36,49.666666666666664,65,36,4727,4832,4889,5441,5824,5816,4816,4889,4727,5254.833333333333,5824,4727
product_100,01/10/18,330000,54,27,49,36,39,55,54,37.333333333333336,49,27,43.333333333333336,55,27,4459,4638,4777,4820,5404,5782,4624.666666666667,4777,4459,4980,5782,4459
product_100,08/10/18,300000,48,54,27,49,36,39,55,43.333333333333336,54,27,43.333333333333336,55,27,4921,4440,4643,4782,4800,5404,4668,4921,4440,4831.666666666667,5404,4440
product_100,15/10/18,300000,48,48,54,27,49,36,39,43,54,27,42.166666666666664,54,27,4900,4912,4414,4600,4758,4770,4742,4912,4414,4725.666666666667,4912,4414
product_100,22/10/18,300000,39,48,48,54,27,49,36,50,54,48,43.666666666666664,54,27,4753,4908,4886,4394,4563,4720,4849,4908,4753,4704,4908,4394
product_100,29/10/18,300000,35,39,48,48,54,27,49,45,48,39,44.166666666666664,54,27,4791,4789,4939,4939,4450,4617,4839.666666666667,4939,4789,4754.166666666667,4939,4450
